Positions of every atom, in reduced units, for every time step
0.25, 2.22, -4.89
0.22, 4.75, -7.42
2.68, 2.86, -7.36
1.87, 4.49, -5.07
5.17, 2.74, -4.84
5.23, 5.17, -7.27
-7.59, -7.28, -2.32
-6.97, -4.77, -0.04
-4.86, -8.06, -0.18
-4.68, -4.40, -2.52
-2.85, -7.67, -3.03
-1.95, -4.50, -0.36
0.48, -7.28, -0.14
-0.07, -5.16, -2.73
2.56, -7.21, -2.36
1.85, -4.54, -0.12
4.59, -6.85, 0.07
5.61, -5.29, -2.44
-7.72, -1.98, -2.40
-7.52, -0.01, 0.29
-4.67, -2.30, -0.01
-4.58, 0.66, -2.43
-2.60, -3.03, -1.82
-2.90, 0.06, 0.02
-0.01, -2.43, -0.16
0.16, 0.00, -2.83
2.43, -1.95, -1.89
2.27, -0.00, 0.17
5.44, -2.03, -0.20
4.63, 0.63, -2.94
-7.84, 2.56, -2.72
-7.48, 4.89, -0.09
-4.91, 2.43, 0.26
-4.69, 4.67, -2.24
-2.95, 2.88, -3.06
-2.42, 5.47, 0.26
-0.22, 2.07, -0.40
-0.41, 4.56, -1.51
2.43, 1.60, -2.26
3.10, 5.49, 0.18
5.23, 2.63, -0.23
4.87, 4.69, -2.77
-7.45, -7.59, 2.62
-7.11, -5.01, 4.80
-4.99, -7.99, 4.70
-5.08, -4.63, 2.51
-2.44, -7.07, 2.35
-2.63, -4.76, 5.33
0.09, -7.94, 5.47
0.38, -5.01, 2.71
2.61, -7.61, 2.32
1.93, -4.96, 5.01
5.20, -7.35, 4.64
4.82, -4.93, 2.24
-7.28, -2.62, 2.60
-7.22, -0.24, 5.47
-4.84, -2.51, 4.75
-5.09, 0.13, 2.31
-2.66, -2.03, 2.24
-2.79, -0.14, 4.91
0.43, -2.58, 4.63
-0.27, -0.42, 1.88
2.67, -2.76, 2.48
2.29, 0.67, 4.98
4.43, -2.25, 4.93
4.65, 0.13, 2.79
-7.46, 3.06, 2.84
-7.50, 4.65, 4.95
-4.39, 1.93, 4.86
-4.91, 4.56, 1.83
-2.93, 1.67, 2.86
-2.48, 4.57, 4.70
-0.01, 2.57, 5.43
0.26, 4.80, 2.37
2.32, 1.95, 2.87
2.36, 4.54, 4.82
4.68, 2.50, 5.00
5.32, 5.74, 2.24
 
-7.91, -7.40, -7.48
-7.77, -4.02, -4.72
-4.63, -7.52, -4.38
-5.36, -4.35, -7.09
-2.56, -7.58, -7.26
-2.26, -5.11, -5.11
0.23, -7.70, -4.93
-0.61, -4.54, -7.66
2.87, -7.35, -7.80
2.61, -4.79, -5.23
4.32, -7.87, -4.46
4.60, -5.38, -7.60
-7.94, -2.26, -7.54
-7.42, -0.10, -5.10
-5.02, -2.44, -4.81
-4.50, 0.10, -7.04
-1.87, -2.12, -7.70
-2.29, -0.07, -4.73
0.12, -2.52, -4.45
-0.13, -0.05, -7.67
2.43, -2.94, -7.69
2.89, -0.34, -5.02
5.40, -2.52, -4.85
4.73, 0.10, -7.37
-7.43, 2.23, -7.19
-6.88, 4.45, -5.16
-4.29, 2.16, -4.98
-4.88, 5.30, -7.75
-2.87, 2.33, -7.65
-2.65, 5.49, -4.20
0.26, 2.21, -4.89
0.22, 4.75, -7.42
2.68, 2.87, -7.35
1.86, 4.49, -5.07
5.17, 2.75, -4.84
5.23, 5.17, -7.27
-7.60, -7.28, -2.32
-6.97, -4.77, -0.04
-4.86, -8.07, -0.18
-4.67, -4.40, -2.52
-2.85, -7.67, -3.04
-1.94, -4.49, -0.36
0.49, -7.28, -0.15
-0.07, -5.16, -2.73
2.56, -7.21, -2.36
1.84, -4.53, -0.12
4.59, -6.84, 0.08
5.62, -5.29, -2.44
-7.73, -1.98, -2.40
-7.52, -0.01, 0.29
-4.67, -2.30, -0.01
-4.57, 0.67, -2.43
-2.60, -3.04, -1.81
-2.91, 0.06, 0.02
-0.01, -2.43, -0.16
0.16, 0.00, -2.83
2.43, -1.94, -1.89
2.27, -0.00, 0.17
5.44, -2.02, -0.20
4.62, 0.63, -2.95
-7.85, 2.56, -2.72
-7.49, 4.88, -0.09
-4.91, 2.42, 0.26
-4.68, 4.67, -2.23
-2.96, 2.88, -3.07
-2.42, 5.48, 0.27
-0.22, 2.07, -0.41
-0.41, 4.55, -1.50
2.43, 1.59, -2.26
3.11, 5.50, 0.19
5.23, 2.63, -0.23
4.86, 4.69, -2.77
-7.45, -7.60, 2.62
-7.11, -5.01, 4.80
-4.99, -8.00, 4.70
-5.08, -4.63, 2.51
-2.44, -7.06, 2.35
-2.64, -4.76, 5.33
0.09, -7.94, 5.48
0.39, -5.02, 2.71
2.62, -7.62, 2.32
1.92, -4.96, 5.01
5.20, -7.35, 4.64
4.82, -4.93, 2.23
-7.28, -2.62, 2.60
-7.22, -0.24, 5.48
-4.83, -2.51, 4.75
-5.09, 0.13, 2.30
-2.66, -2.03, 2.23
-2.80, -0.14, 4.91
0.44, -2.58, 4.62
-0.27, -0.43, 1.87
2.67, -2.76, 2.48
2.29, 0.68, 4.99
4.42, -2.25, 4.93
4.64, 0.13, 2.80
-7.46, 3.07, 2.84
-7.50, 4.64, 4.95
-4.38, 1.92, 4.86
-4.91, 4.56, 1.82
-2.94, 1.66, 2.87
-2.48, 4.56, 4.70
-0.01, 2.57, 5.43
0.26, 4.80, 2.36
2.32, 1.94, 2.87
2.36, 4.54, 4.82
4.68, 2.50, 5.01
5.32, 5.75, 2.24
 
-7.92, -7.40, -7.48
-7.77, -4.01, -4.71
-4.62, -7.52, -4.38
-5.37, -4.35, -7.09
-2.56, -7.58, -7.26
-2.26, -5.11, -5.12
0.23, -7.70, -4.93
-0.62, -4.54, -7.66
2.87, -7.35, -7.81
2.61, -4.79, -5.24
4.32, -7.88, -4.45
4.60, -5.39, -7.61
-7.95, -2.26, -7.54
-7.42, -0.10, -5.10
-5.02, -2.44, -4.80
-4.49, 0.11, -7.03
-1.86, -2.11, -7.71
-2.29, -0.07, -4.73
0.12, -2.52, -4.44
-0.13, -0.05, -7.67
2.43, -2.94, -7.69
2.90, -0.35, -5.02
5.40, -2.52, -4.85
4.73, 0.10, -7.37
-7.43, 2.23, -7.19
-6.88, 4.44, -5.17
-4.29, 2.16, -4.98
-4.88, 5.31, -7.75
-2.88, 2.33, -7.66
-2.65, 5.49, -4.19
0.26, 2.21, -4.89
0.23, 4.75, -7.42
2.69, 2.87, -7.35
1.85, 4.48, -5.07
5.18, 2.75, -4.84
5.24, 5.18, -7.27
-7.60, -7.28, -2.32
-6.96, -4.76, -0.04
-4.86, -8.08, -0.19
-4.67, -4.39, -2.52
-2.86, -7.67, -3.05
-1.94, -4.49, -0.37
0.50, -7.28, -0.15
-0.07, -5.17, -2.73
2.56, -7.21, -2.36
1.84, -4.53, -0.12
4.59, -6.83, 0.08
5.63, -5.30, -2.44
-7.73, -1.97, -2.40
-7.52, -0.01, 0.29
-4.66, -2.30, -0.01
-4.57, 0.67, -2.43
-2.60, -3.04, -1.80
-2.91, 0.06, 0.02
-0.01, -2.43, -0.16
0.16, 0.00, -2.84
2.43, -1.94, -1.88
2.27, -0.00, 0.17
5.45, -2.02, -0.20
4.62, 0.64, -2.95
-7.85, 2.56, -2.73
-7.49, 4.88, -0.09
-4.91, 2.42, 0.27
-4.68, 4.66, -2.23
-2.96, 2.89, -3.08
-2.41, 5.49, 0.27
-0.22, 2.06, -0.42
-0.42, 4.55, -1.49
2.43, 1.58, -2.25
3.11, 5.51, 0.19
5.24, 2.63, -0.24
4.86, 4.69, -2.78
-7.45, -7.60, 2.63
-7.11, -5.01, 4.79
-4.99, -8.01, 4.70
-5.08, -4.62, 2.51
-2.44, -7.06, 2.35
-2.64, -4.76, 5.34
0.09, -7.95, 5.49
0.39, -5.02, 2.72
2.62, -7.62, 2.32
1.92, -4.96, 5.01
5.21, -7.35, 4.63
4.82, -4.93, 2.23
-7.28, -2.62, 2.60
-7.22, -0.24, 5.49
-4.83, -2.51, 4.75
-5.09, 0.13, 2.30
-2.66, -2.02, 2.23
-2.80, -0.14, 4.91
0.45, -2.58, 4.62
-0.27, -0.43, 1.86
2.68, -2.77, 2.48
2.28, 0.68, 4.99
4.41, -2.25, 4.93
4.64, 0.13, 2.80
-7.46, 3.08, 2.85
-7.50, 4.64, 4.95
-4.38, 1.91, 4.86
-4.91, 4.55, 1.81
-2.95, 1.64, 2.88
-2.48, 4.56, 4.69
-0.01, 2.57, 5.44
0.27, 4.80, 2.36
2.32, 1.93, 2.88
2.36, 4.53, 4.82
4.68, 2.50, 5.01
5.33, 5.76, 2.24
 
-7.93, -7.40, -7.49
-7.78, -4.00, -4.71
-4.62, -7.52, -4.37
-5.37, -4.34, -7.09
-2.56, -7.58, -7.26
-2.26, -5.12, -5.12
0.24, -7.71, -4.93
-0.62, -4.53, -7.67
2.88, -7.35, -7.81
2.61, -4.79, -5.24
4.31, -7.88, -4.44
4.59, -5.40, -7.61
-7.96, -2.26, -7.55
-7.42, -0.10, -5.11
-5.02, -2.44, -4.80
-4.48, 0.11, -7.03
-1.86, -2.11, -7.71
-2.28, -0.08, -4.72
0.12, -2.52, -4.44
-0.13, -0.05, -7.68
2.43, -2.95, -7.70
2.90, -0.35, -5.02
5.41, -2.52, -4.85
4.73, 0.10, -7.37
-7.43, 2.22, -7.19
-6.87, 4.44, -5.17
-4.28, 2.15, -4.98
-4.88, 5.31, -7.76
-2.88, 2.33, -7.66
-2.66, 5.50, -4.18
0.26, 2.21, -4.89
0.23, 4.74, -7.42
2.69, 2.88, -7.35
1.84, 4.48, -5.07
5.18, 2.76, -4.83
5.24, 5.18, -7.27
-7.60, -7.27, -2.32
-6.96, -4.76, -0.04
-4.86, -8.09, -0.19
-4.67, -4.38, -2.52
-2.86, -7.68, -3.05
-1.93, -4.48, -0.37
0.50, -7.28, -0.15
-0.07, -5.17, -2.74
2.56, -7.21, -2.36
1.83, -4.52, -0.12
4.58, -6.82, 0.08
5.64, -5.30, -2.44
-7.74, -1.96, -2.40
-7.53, -0.01, 0.30
-4.66, -2.30, -0.01
-4.56, 0.68, -2.43
-2.60, -3.05, -1.79
-2.92, 0.06, 0.02
-0.01, -2.43, -0.16
0.17, 0.00, -2.84
2.43, -1.93, -1.87
2.26, -0.00, 0.18
5.46, -2.01, -0.21
4.62, 0.65, -2.96
-7.86, 2.56, -2.73
-7.49, 4.88, -0.09
-4.91, 2.42, 0.27
-4.68, 4.66, -2.23
-2.97, 2.89, -3.08
-2.41, 5.49, 0.27
-0.23, 2.06, -0.42
-0.42, 4.54, -1.47
2.43, 1.57, -2.25
3.12, 5.51, 0.19
5.24, 2.63, -0.24
4.86, 4.68, -2.78
-7.46, -7.60, 2.63
-7.10, -5.02, 4.79
-4.99, -8.02, 4.69
-5.08, -4.62, 2.51
-2.44, -7.05, 2.35
-2.64, -4.75, 5.34
0.09, -7.96, 5.50
0.40, -5.02, 2.72
2.62, -7.62, 2.31
1.91, -4.96, 5.01
5.21, -7.35, 4.63
4.81, -4.93, 2.23
-7.28, -2.62, 2.60
-7.22, -0.25, 5.49
-4.83, -2.51, 4.74
-5.10, 0.13, 2.30
-2.66, -2.01, 2.23
-2.81, -0.14, 4.91
0.45, -2.58, 4.61
-0.28, -0.44, 1.85
2.68, -2.77, 2.48
2.28, 0.69, 4.99
4.41, -2.25, 4.93
4.63, 0.13, 2.80
-7.46, 3.09, 2.85
-7.50, 4.64, 4.95
-4.37, 1.91, 4.86
-4.91, 4.55, 1.81
-2.95, 1.63, 2.88
-2.48, 4.55, 4.69
-0.01, 2.57, 5.45
0.27, 4.80, 2.36
2.32, 1.93, 2.88
2.35, 4.53, 4.82
4.67, 2.50, 5.01
5.33, 5.77, 2.23
 
-7.93, -7.40, -7.49
-7.78, -3.98, -4.71
-4.62, -7.53, -4.36
-5.38, -4.33, -7.08
-2.56, -7.58, -7.26
-2.25, -5.12, -5.12
0.24, -7.71, -4.93
-0.63, -4.53, -7.67
2.88, -7.35, -7.82
2.61, -4.78, -5.25
4.30, -7.89, -4.44
4.59, -5.40, -7.61
-7.97, -2.25, -7.55
-7.43, -0.10, -5.11
-5.03, -2.44, -4.80
-4.48, 0.11, -7.02
-1.85, -2.10, -7.71
-2.28, -0.08, -4.72
0.12, -2.52, -4.43
-0.13, -0.05, -7.68
2.43, -2.96, -7.70
2.91, -0.36, -5.02
5.42, -2.52, -4.85
4.73, 0.10, -7.37
-7.43, 2.22, -7.18
-6.86, 4.43, -5.17
-4.27, 2.15, -4.98
-4.88, 5.32, -7.76
-2.89, 2.33, -7.66
-2.66, 5.51, -4.17
0.27, 2.21, -4.89
0.23, 4.74, -7.42
2.69, 2.88, -7.35
1.84, 4.47, -5.08
5.18, 2.76, -4.83
5.24, 5.18, -7.27
-7.61, -7.27, -2.32
-6.95, -4.76, -0.04
-4.86, -8.10, -0.19
-4.66, -4.38, -2.52
-2.87, -7.68, -3.06
-1.92, -4.47, -0.38
0.51, -7.28, -0.15
-0.07, -5.17, -2.74
2.56, -7.20, -2.36
1.82, -4.52, -0.12
4.58, -6.82, 0.08
5.65, -5.31, -2.44
-7.74, -1.96, -2.40
-7.53, -0.01, 0.30
-4.66, -2.29, -0.01
-4.56, 0.69, -2.43
-2.60, -3.06, -1.79
-2.92, 0.06, 0.02
-0.01, -2.43, -0.17
0.17, 0.00, -2.85
2.43, -1.92, -1.86
2.26, -0.00, 0.18
5.46, -2.00, -0.21
4.61, 0.66, -2.97
-7.87, 2.56, -2.74
-7.49, 4.88, -0.09
-4.91, 2.42, 0.27
-4.68, 4.66, -2.22
-2.97, 2.90, -3.09
-2.41, 5.50, 0.28
-0.23, 2.05, -0.43
-0.43, 4.54, -1.46
2.43, 1.56, -2.25
3.13, 5.52, 0.19
5.25, 2.63, -0.24
4.86, 4.68, -2.79
-7.46, -7.60, 2.63
-7.10, -5.02, 4.79
-4.99, -8.02, 4.69
-5.09, -4.62, 2.51
-2.44, -7.05, 2.35
-2.64, -4.75, 5.35
0.09, -7.97, 5.50
0.40, -5.02, 2.72
2.62, -7.63, 2.31
1.90, -4.96, 5.01
5.21, -7.35, 4.63
4.81, -4.93, 2.22
-7.27, -2.62, 2.60
-7.21, -0.25, 5.50
-4.83, -2.51, 4.74
-5.10, 0.13, 2.30
-2.67, -2.01, 2.23
-2.81, -0.14, 4.91
0.46, -2.58, 4.61
-0.28, -0.44, 1.85
2.68, -2.78, 2.48
2.28, 0.70, 4.99
4.40, -2.24, 4.93
4.63, 0.13, 2.81
-7.46, 3.10, 2.86
-7.50, 4.63, 4.95
-4.36, 1.90, 4.85
-4.91, 4.54, 1.80
-2.96, 1.62, 2.89
-2.48, 4.55, 4.69
-0.01, 2.58, 5.45
0.27, 4.80, 2.36
2.32, 1.92, 2.89
2.35, 4.52, 4.82
4.67, 2.50, 5.01
5.34, 5.78, 2.23
 
-7.94, -7.40, -7.49
-7.79, -3.97, -4.71
-4.61, -7.53, -4.35
-5.39, -4.32, -7.08
-2.57, -7.59, -7.26
-2.25, -5.12, -5.12
0.24, -7.71, -4.93
-0.64, -4.52, -7.67
2.89, -7.35, -7.82
2.61, -4.78, -5.25
4.29, -7.89, -4.43
4.59, -5.41, -7.61
-7.97, -2.25, -7.55
-7.43, -0.10, -5.11
-5.03, -2.44, -4.80
-4.47, 0.11, -7.02
-1.84, -2.10, -7.72
-2.28, -0.08, -4.72
0.12, -2.52, -4.42
-0.13, -0.05, -7.68
2.43, -2.96, -7.70
2.91, -0.36, -5.02
5.42, -2.53, -4.85
4.72, 0.10, -7.37
-7.43, 2.22, -7.18
-6.86, 4.43, -5.17
-4.26, 2.14, -4.98
-4.88, 5.32, -7.77
-2.89, 2.33, -7.67
-2.66, 5.52, -4.16
0.27, 2.20, -4.89
0.24, 4.74, -7.42
2.69, 2.89, -7.35
1.83, 4.47, -5.08
5.19, 2.76, -4.83
5.25, 5.19, -7.27
-7.61, -7.27, -2.31
-6.95, -4.76, -0.04
-4.86, -8.11, -0.19
-4.66, -4.37, -2.52
-2.87, -7.69, -3.07
-1.92, -4.47, -0.38
0.52, -7.28, -0.15
-0.07, -5.18, -2.74
2.56, -7.20, -2.36
1.81, -4.51, -0.12
4.57, -6.81, 0.08
5.66, -5.31, -2.44
-7.75, -1.95, -2.40
-7.53, -0.01, 0.31
-4.65, -2.29, -0.01
-4.55, 0.70, -2.43
-2.61, -3.07, -1.78
-2.93, 0.06, 0.02
-0.01, -2.43, -0.17
0.17, 0.00, -2.85
2.43, -1.92, -1.86
2.26, -0.00, 0.18
5.47, -2.00, -0.21
4.61, 0.67, -2.97
-7.87, 2.56, -2.74
-7.49, 4.88, -0.10
-4.91, 2.42, 0.28
-4.67, 4.65, -2.22
-2.98, 2.90, -3.10
-2.41, 5.51, 0.28
-0.23, 2.05, -0.43
-0.43, 4.53, -1.45
2.43, 1.54, -2.25
3.14, 5.53, 0.19
5.25, 2.64, -0.25
4.86, 4.68, -2.79
-7.46, -7.61, 2.63
-7.09, -5.02, 4.79
-5.00, -8.03, 4.69
-5.09, -4.61, 2.51
-2.44, -7.04, 2.35
-2.65, -4.75, 5.35
0.09, -7.97, 5.51
0.41, -5.02, 2.73
2.62, -7.63, 2.31
1.90, -4.96, 5.01
5.22, -7.35, 4.62
4.81, -4.93, 2.22
-7.27, -2.63, 2.60
-7.21, -0.25, 5.51
-4.83, -2.51, 4.74
-5.10, 0.14, 2.29
-2.67, -2.00, 2.22
-2.81, -0.14, 4.91
0.46, -2.59, 4.61
-0.28, -0.45, 1.84
2.68, -2.78, 2.48
2.28, 0.71, 4.99
4.40, -2.24, 4.93
4.63, 0.14, 2.81
-7.46, 3.10, 2.86
-7.50, 4.63, 4.95
-4.35, 1.89, 4.85
-4.91, 4.54, 1.79
-2.96, 1.61, 2.89
-2.48, 4.54, 4.69
-0.01, 2.58, 5.46
0.28, 4.80, 2.36
2.31, 1.91, 2.89
2.35, 4.52, 4.81
4.67, 2.50, 5.01
5.34, 5.79, 2.23
 
-7.95, -7.41, -7.49
-7.79, -3.96, -4.70
-4.61, -7.53, -4.35
-5.39, -4.32, -7.08
-2.57, -7.59, -7.26
-2.25, -5.12, -5.13
0.25, -7.72, -4.93
-0.65, -4.52, -7.68
2.89, -7.35, -7.83
2.62, -4.78, -5.25
4.29, -7.90, -4.43
4.58, -5.41, -7.62
-7.98, -2.25, -7.55
-7.43, -0.11, -5.11
-5.03, -2.44, -4.80
-4.47, 0.11, -7.01
-1.83, -2.10, -7.72
-2.28, -0.08, -4.72
0.12, -2.52, -4.42
-0.13, -0.05, -7.69
2.43, -2.97, -7.71
2.92, -0.37, -5.02
5.43, -2.53, -4.84
4.72, 0.10, -7.37
-7.43, 2.21, -7.18
-6.85, 4.42, -5.18
-4.25, 2.14, -4.98
-4.88, 5.33, -7.77
-2.90, 2.32, -7.67
-2.66, 5.52, -4.15
0.27, 2.20, -4.89
0.24, 4.74, -7.42
2.70, 2.89, -7.35
1.82, 4.46, -5.08
5.19, 2.77, -4.83
5.25, 5.19, -7.26
-7.61, -7.27, -2.31
-6.94, -4.76, -0.04
-4.85, -8.12, -0.19
-4.66, -4.36, -2.52
-2.88, -7.69, -3.08
-1.91, -4.46, -0.39
0.52, -7.28, -0.15
-0.08, -5.18, -2.75
2.56, -7.20, -2.35
1.80, -4.51, -0.13
4.57, -6.80, 0.08
5.66, -5.32, -2.44
-7.75, -1.94, -2.40
-7.53, -0.01, 0.31
-4.65, -2.29, -0.02
-4.55, 0.71, -2.43
-2.61, -3.07, -1.77
-2.93, 0.06, 0.02
-0.01, -2.43, -0.17
0.17, 0.00, -2.86
2.43, -1.91, -1.85
2.26, -0.00, 0.18
5.48, -1.99, -0.21
4.60, 0.67, -2.98
-7.88, 2.57, -2.74
-7.49, 4.88, -0.10
-4.91, 2.42, 0.28
-4.67, 4.65, -2.22
-2.99, 2.91, -3.11
-2.41, 5.52, 0.28
-0.23, 2.04, -0.44
-0.44, 4.53, -1.44
2.43, 1.53, -2.24
3.15, 5.54, 0.20
5.25, 2.64, -0.25
4.86, 4.68, -2.79
-7.46, -7.61, 2.63
-7.09, -5.02, 4.79
-5.00, -8.04, 4.68
-5.09, -4.61, 2.51
-2.44, -7.04, 2.34
-2.65, -4.75, 5.36
0.09, -7.98, 5.52
0.41, -5.02, 2.73
2.62, -7.63, 2.31
1.89, -4.96, 5.01
5.22, -7.35, 4.62
4.81, -4.93, 2.22
-7.27, -2.63, 2.61
-7.21, -0.26, 5.51
-4.83, -2.51, 4.74
-5.10, 0.14, 2.29
-2.67, -2.00, 2.22
-2.82, -0.15, 4.91
0.47, -2.59, 4.60
-0.29, -0.46, 1.83
2.69, -2.78, 2.48
2.27, 0.72, 4.99
4.39, -2.24, 4.93
4.62, 0.14, 2.82
-7.46, 3.11, 2.87
-7.50, 4.63, 4.95
-4.35, 1.89, 4.85
-4.91, 4.53, 1.78
-2.97, 1.60, 2.90
-2.48, 4.54, 4.68
-0.01, 2.58, 5.47
0.28, 4.79, 2.36
2.31, 1.91, 2.90
2.35, 4.51, 4.81
4.66, 2.50, 5.01
5.35, 5.80, 2.22
 
-7.95, -7.41, -7.49
-7.80, -3.95, -4.70
-4.61, -7.53, -4.34
-5.40, -4.31, -7.07
-2.57, -7.59, -7.25
-2.24, -5.13, -5.13
0.25, -7.72, -4.93
-0.66, -4.51, -7.68
2.90, -7.35, -7.83
2.62, -4.78, -5.26
4.28, -7.91, -4.42
4.58, -5.42, -7.62
-7.99, -2.24, -7.55
-7.43, -0.11, -5.11
-5.03, -2.44, -4.80
-4.46, 0.11, -7.01
-1.83, -2.09, -7.73
-2.27, -0.08, -4.71
0.13, -2.52, -4.41
-0.14, -0.05, -7.69
2.43, -2.98, -7.71
2.92, -0.37, -5.02
5.43, -2.53, -4.84
4.72, 0.10, -7.37
-7.43, 2.21, -7.18
-6.84, 4.41, -5.18
-4.24, 2.14, -4.98
-4.88, 5.33, -7.77
-2.90, 2.32, -7.67
-2.67, 5.53, -4.14
0.28, 2.20, -4.89
0.24, 4.73, -7.42
2.70, 2.90, -7.35
1.81, 4.45, -5.08
5.19, 2.77, -4.83
5.25, 5.19, -7.26
-7.61, -7.27, -2.31
-6.93, -4.75, -0.04
-4.85, -8.13, -0.20
-4.65, -4.36, -2.52
-2.88, -7.69, -3.08
-1.90, -4.46, -0.39
0.53, -7.27, -0.16
-0.08, -5.18, -2.75
2.57, -7.20, -2.35
1.80, -4.50, -0.13
4.56, -6.80, 0.08
5.67, -5.32, -2.44
-7.76, -1.94, -2.40
-7.53, -0.01, 0.31
-4.65, -2.29, -0.02
-4.54, 0.72, -2.43
-2.61, -3.08, -1.76
-2.94, 0.06, 0.02
-0.01, -2.43, -0.17
0.17, 0.00, -2.86
2.43, -1.90, -1.84
2.25, -0.00, 0.19
5.48, -1.99, -0.22
4.60, 0.68, -2.99
-7.88, 2.57, -2.75
-7.49, 4.88, -0.10
-4.91, 2.42, 0.29
-4.67, 4.65, -2.22
-2.99, 2.91, -3.12
-2.41, 5.52, 0.29
-0.24, 2.04, -0.44
-0.44, 4.52, -1.42
2.43, 1.52, -2.24
3.16, 5.54, 0.20
5.26, 2.64, -0.25
4.86, 4.67, -2.80
-7.46, -7.61, 2.64
-7.09, -5.02, 4.78
-5.00, -8.05, 4.68
-5.09, -4.61, 2.51
-2.44, -7.04, 2.34
-2.65, -4.75, 5.36
0.09, -7.99, 5.52
0.42, -5.02, 2.73
2.63, -7.64, 2.31
1.88, -4.96, 5.01
5.22, -7.35, 4.61
4.81, -4.93, 2.22
-7.27, -2.63, 2.61
-7.21, -0.26, 5.52
-4.83, -2.51, 4.73
-5.11, 0.14, 2.29
-2.67, -1.99, 2.22
-2.82, -0.15, 4.91
0.47, -2.59, 4.60
-0.29, -0.46, 1.82
2.69, -2.79, 2.48
2.27, 0.73, 4.99
4.38, -2.24, 4.93
4.62, 0.14, 2.82
-7.46, 3.12, 2.87
-7.50, 4.62, 4.95
-4.34, 1.88, 4.85
-4.91, 4.53, 1.77
-2.98, 1.59, 2.90
-2.48, 4.53, 4.68
-0.01, 2.58, 5.47
0.28, 4.79, 2.36
2.31, 1.90, 2.91
2.35, 4.51, 4.81
4.66, 2.50, 5.01
5.35, 5.81, 2.22
 
-7.96, -7.41, -7.49
-7.80, -3.94, -4.70
-4.60, -7.53, -4.33
-5.40, -4.30, -7.07
-2.57, -7.59, -7.25
-2.24, -5.13, -5.13
0.25, -7.73, -4.93
-0.66, -4.51, -7.68
2.90, -7.35, -7.84
2.62, -4.78, -5.26
4.27, -7.91, -4.41
4.57, -5.43, -7.62
-7.99, -2.24, -7.56
-7.43, -0.11, -5.12
-5.03, -2.44, -4.79
-4.46, 0.11, -7.01
-1.82, -2.09, -7.73
-2.27, -0.08, -4.71
0.13, -2.52, -4.41
-0.14, -0.05, -7.70
2.43, -2.98, -7.72
2.93, -0.37, -5.02
5.44, -2.53, -4.84
4.72, 0.10, -7.37
-7.43, 2.21, -7.17
-6.84, 4.41, -5.18
-4.24, 2.13, -4.98
-4.88, 5.34, -7.78
-2.91, 2.32, -7.68
-2.67, 5.54, -4.13
0.28, 2.19, -4.88
0.25, 4.73, -7.42
2.70, 2.90, -7.35
1.81, 4.45, -5.08
5.20, 2.77, -4.83
5.26, 5.20, -7.26
-7.62, -7.27, -2.31
-6.93, -4.75, -0.04
-4.85, -8.14, -0.20
-4.65, -4.35, -2.52
-2.89, -7.70, -3.09
-1.90, -4.45, -0.40
0.54, -7.27, -0.16
-0.08, -5.18, -2.75
2.57, -7.19, -2.35
1.79, -4.50, -0.13
4.56, -6.79, 0.08
5.68, -5.33, -2.44
-7.76, -1.93, -2.39
-7.53, -0.01, 0.32
-4.64, -2.29, -0.02
-4.54, 0.73, -2.43
-2.61, -3.09, -1.75
-2.95, 0.06, 0.02
-0.01, -2.43, -0.17
0.18, 0.00, -2.87
2.43, -1.90, -1.83
2.25, -0.00, 0.19
5.49, -1.98, -0.22
4.60, 0.69, -2.99
-7.89, 2.57, -2.75
-7.49, 4.88, -0.10
-4.91, 2.42, 0.29
-4.66, 4.64, -2.21
-3.00, 2.92, -3.12
-2.41, 5.53, 0.29
-0.24, 2.03, -0.45
-0.45, 4.52, -1.41
2.43, 1.51, -2.24
3.16, 5.55, 0.20
5.26, 2.64, -0.25
4.86, 4.67, -2.80
-7.46, -7.62, 2.64
-7.08, -5.02, 4.78
-5.00, -8.06, 4.68
-5.10, -4.60, 2.51
-2.44, -7.03, 2.34
-2.65, -4.74, 5.37
0.10, -7.99, 5.53
0.42, -5.02, 2.74
2.63, -7.64, 2.31
1.87, -4.96, 5.01
5.23, -7.35, 4.61
4.81, -4.93, 2.21
-7.27, -2.63, 2.61
-7.21, -0.26, 5.53
-4.83, -2.51, 4.73
-5.11, 0.14, 2.29
-2.68, -1.99, 2.21
-2.83, -0.15, 4.91
0.48, -2.59, 4.59
-0.29, -0.47, 1.82
2.69, -2.79, 2.48
2.27, 0.74, 4.99
4.38, -2.23, 4.93
4.62, 0.14, 2.83
-7.46, 3.13, 2.88
-7.51, 4.62, 4.95
-4.33, 1.87, 4.85
-4.91, 4.52, 1.76
-2.98, 1.58, 2.91
-2.48, 4.53, 4.68
-0.01, 2.58, 5.48
0.29, 4.79, 2.36
2.31, 1.89, 2.91
2.35, 4.50, 4.81
4.66, 2.50, 5.01
5.36, 5.82, 2.22
 
-7.97, -7.41, -7.49
-7.81, -3.92, -4.70
-4.60, -7.54, -4.33
-5.41, -4.30, -7.06
-2.57, -7.60, -7.25
-2.24, -5.13, -5.13
0.25, -7.73, -4.93
-0.67, -4.50, -7.69
2.91, -7.35, -7.85
2.62, -4.78, -5.27
4.26, -7.92, -4.41
4.57, -5.43, -7.62
-8.00, -2.24, -7.56
-7.43, -0.11, -5.12
-5.03, -2.44, -4.79
-4.45, 0.12, -7.00
